seqnames	start	end	strand	region	assembly
chr17	4641679	4642178	-	ALOX15	hg38
chr17	4704138	4704637	-	PELP1	hg38
chr17	4710132	4710631	+	ARRB2	hg38
chr17	4730928	4731427	+	MED11	hg38
chr17	4739929	4740428	-	CXCL16	hg38
chr17	4739333	4739832	+	ZMYND15	hg38
chr17	4771386	4771885	+	TM4SF5	hg38
chr17	4786365	4786864	-	VMO1	hg38
chr17	4788464	4788963	+	GLTPD2	hg38
chr17	4795664	4796163	+	PSMB6	hg38
chr17	4806652	4807151	+	PLD2	hg38
chr17	4832840	4833339	+	MINK1	hg38
chr17	4903099	4903598	-	CHRNE	hg38
chr17	4899036	4899535	+	C17orf107	hg38
chr17	4931777	4932276	+	GP1BA	hg38
chr17	4940047	4940546	-	SLC25A11	hg38
chr17	4939768	4940267	+	RNF167	hg38
chr17	4948531	4949030	-	PFN1	hg38
chr17	4950619	4951118	+	ENO3	hg38
chr17	4967818	4968317	-	SPAG7	hg38
chr17	4987676	4988175	-	CAMTA2	hg38
chr17	4997523	4998022	-	INCA1	hg38
chr17	4997450	4997949	+	KIF1C	hg38
chr17	5035427	5035926	-	SLC52A1	hg38
chr17	5077967	5078466	+	ZFP3	hg38
chr17	5111879	5112378	-	ZNF232	hg38
chr17	5115532	5116031	+	USP6	hg38
chr17	5191869	5192368	-	ZNF594	hg38
chr17	5234861	5235360	-	SCIMP	hg38
chr17	5281784	5282283	+	RABEP1	hg38
chr17	5419663	5420162	-	NUP88	hg38
chr17	5419682	5420181	+	RPAIN	hg38
chr17	5439156	5439655	-	C1QBP	hg38
chr17	5468983	5469482	-	DHX33	hg38
chr17	5486179	5486678	-	DERL2	hg38
chr17	5486066	5486565	+	MIS12	hg38
chr17	5501007	5501506	-	LOC728392	hg38
chr17	5584510	5585009	-	NLRP1	hg38
chr17	6069879	6070378	+	WSCD1	hg38
chr17	6435122	6435621	-	AIPL1	hg38
chr17	6443955	6444454	+	PIMREG	hg38
chr17	6556556	6557055	-	PITPNM3	hg38
chr17	6640712	6641211	-	KIAA0753	hg38
chr17	6640560	6641059	+	TXNDC17	hg38
chr17	6651606	6652105	-	MED31	hg38
chr17	6651262	6651761	+	C17orf100	hg38
chr17	6713370	6713869	-	SLC13A5	hg38
chr17	6755546	6756045	+	XAF1	hg38
chr17	6775715	6776214	+	FBXO39	hg38
chr17	6831730	6832229	-	TEKT1	hg38
chr17	6995549	6996048	+	ALOX12	hg38
chr17	7012124	7012623	+	RNASEK	hg38
chr17	7014282	7014781	+	C17orf49	hg38
chr17	7022550	7023049	+	BCL6B	hg38
chr17	7035515	7036014	+	SLC16A13	hg38
chr17	7044093	7044592	-	SLC16A11	hg38
chr17	7080252	7080751	-	CLEC10A	hg38
chr17	7114823	7115322	-	ASGR2	hg38
chr17	7179371	7179870	-	ASGR1	hg38
chr17	7217628	7218127	-	DLG4	hg38
chr17	7219438	7219937	+	ACADVL	hg38
chr17	7234518	7235017	-	DVL2	hg38
chr17	7239458	7239957	-	PHF23	hg38
chr17	7242450	7242949	-	GABARAP	hg38
chr17	7251735	7252234	-	CTDNEP1	hg38
chr17	7251715	7252214	+	ELP5	hg38
chr17	7262479	7262978	-	CLDN7	hg38
chr17	7281218	7281717	+	SLC2A4	hg38
chr17	7294640	7295139	-	YBX2	hg38
chr17	7307128	7307627	+	EIF5A	hg38
chr17	7315361	7315860	-	GPS2	hg38
chr17	7329336	7329835	-	NEURL4	hg38
chr17	7336029	7336528	+	ACAP1	hg38
chr17	7351662	7352161	+	KCTD11	hg38
chr17	7354656	7355155	+	TMEM95	hg38
chr17	7380589	7381088	+	TNK1	hg38
chr17	7394526	7395025	-	PLSCR3	hg38
chr17	7404098	7404597	-	TMEM256	hg38
chr17	7407345	7407844	+	NLGN2	hg38
chr17	7419824	7420323	+	SPEM1	hg38
chr17	7425116	7425615	+	SPEM2	hg38
chr17	7428357	7428856	+	SPEM3	hg38
chr17	7434935	7435434	+	TMEM102	hg38
chr17	7439012	7439511	+	FGF11	hg38
chr17	7444561	7445060	+	CHRNB1	hg38
chr17	7479632	7480131	-	ZBTB4	hg38
chr17	7480946	7481445	+	SLC35G6	hg38
chr17	7483866	7484365	+	POLR2A	hg38
chr17	7548558	7549057	+	TNFSF12	hg38
chr17	7558250	7558749	+	TNFSF13	hg38
chr17	7561419	7561918	+	SENP3	hg38
chr17	7572325	7572824	+	EIF4A1	hg38
chr17	7579138	7579637	+	CD68	hg38
chr17	7583352	7583851	+	MPDU1	hg38
chr17	7590095	7590594	-	SOX15	hg38
chr17	7614898	7615397	-	FXR2	hg38
chr17	7629635	7630134	+	SHBG	hg38
chr17	7627822	7628321	-	SAT2	hg38
chr17	7650426	7650925	+	ATP1B2	hg38
chr17	7687491	7687990	-	TP53	hg38
chr17	7687977	7688476	+	WRAP53	hg38
chr17	7704702	7705201	+	EFNB3	hg38
chr17	7717244	7717743	+	DNAH2	hg38
chr17	7833717	7834216	+	KDM6B	hg38
chr17	7854566	7855065	+	TMEM88	hg38
chr17	7857560	7858059	-	NAA38	hg38
chr17	7857503	7858002	+	CYB5D1	hg38
chr17	7888289	7888788	+	CHD3	hg38
chr17	7916290	7916789	-	RNF227	hg38
chr17	7929857	7930356	-	KCNAB3	hg38
chr17	7931947	7932446	-	TRAPPC1	hg38
chr17	7931706	7932205	+	CNTROB	hg38
chr17	8002115	8002614	+	GUCY2D	hg38
chr17	8038559	8039058	+	ALOX15B	hg38
chr17	8087717	8088216	-	ALOX12B	hg38
chr17	8118515	8119014	-	ALOXE3	hg38
chr17	8124107	8124606	-	HES7	hg38
chr17	8152405	8152904	-	PER1	hg38
chr17	8162949	8163448	-	VAMP2	hg38
chr17	8176381	8176880	-	TMEM107	hg38
chr17	8190181	8190680	-	BORCS6	hg38
chr17	8210576	8211075	-	AURKB	hg38
chr17	8248057	8248556	-	CTC1	hg38
chr17	8248789	8249288	+	PFAS	hg38
chr17	8295401	8295900	-	SLC25A35	hg38
chr17	8288170	8288669	+	RANGRF	hg38
chr17	8309741	8310240	+	ARHGEF15	hg38
chr17	8339340	8339839	+	ODF4	hg38
chr17	8376705	8377204	-	KRBA2	hg38
chr17	8383194	8383693	-	RPL26	hg38
chr17	8397828	8398327	-	RNF222	hg38
chr17	8435384	8435883	+	NDEL1	hg38
chr17	8630726	8631225	-	MYH10	hg38
chr17	8744837	8745336	-	CCDC42	hg38
chr17	8758547	8759046	-	SPDYE4	hg38
chr17	8799366	8799865	-	MFSD6L	hg38
chr17	8867675	8868174	-	PIK3R6	hg38
chr17	8965708	8966207	-	PIK3R5	hg38
chr17	9021010	9021509	+	NTN1	hg38
chr17	9575821	9576320	-	STX8	hg38
chr17	9576142	9576641	+	CFAP52	hg38
chr17	9645017	9645516	+	USP43	hg38
chr17	9791593	9792092	-	DHRS7C	hg38
chr17	9822080	9822579	-	GSG1L2	hg38
chr17	9825424	9825923	+	GLP2R	hg38
chr17	9905272	9905771	-	RCVRN	hg38
chr17	10198607	10199106	-	GAS7	hg38
chr17	10373007	10373506	-	MYH13	hg38
chr17	10421951	10422450	-	MYH8	hg38
chr17	10469560	10470059	-	MYH4	hg38
chr17	10518543	10519042	-	MYH1	hg38
chr17	10549659	10550158	-	MYH2	hg38
chr17	10657310	10657809	-	MYH3	hg38
chr17	10697534	10698033	-	SCO1	hg38
chr17	10697094	10697593	+	ADPRM	hg38
chr17	10730024	10730523	-	TMEM220	hg38
chr17	10804100	10804599	-	TMEM238L	hg38
chr17	10838088	10838587	-	PIRT	hg38
chr17	11240713	11241212	+	SHISA6	hg38
chr17	11597970	11598469	+	DNAH9	hg38
chr17	11997476	11997975	-	ZNF18	hg38
chr17	12020377	12020876	+	MAP2K4	hg38
chr17	12665390	12665889	+	MYOCD	hg38
chr17	12788998	12789497	+	ARHGAP44	hg38
chr17	13018028	13018527	-	ELAC2	hg38
chr17	13601930	13602429	-	HS3ST3A1	hg38
chr17	14069004	14069503	+	COX10	hg38
chr17	14236863	14237362	-	CDRT15	hg38
chr17	14300581	14301080	+	HS3ST3B1	hg38
chr17	15265327	15265826	-	PMP22	hg38
chr17	15341598	15342097	-	TEKT3	hg38
chr17	15467622	15468121	-	CDRT4	hg38
chr17	15563484	15563983	-	TVP23C	hg38
chr17	15619705	15620204	-	CDRT1	hg38
chr17	15684312	15684811	-	TRIM16	hg38
chr17	15699252	15699751	+	ZNF286A	hg38
chr17	15731783	15732282	+	TBC1D26	hg38
chr17	15944630	15945129	+	ADORA2B	hg38
chr17	15999705	16000204	-	ZSWIM7	hg38
chr17	15999324	15999823	+	TTC19	hg38
chr17	16215535	16216034	-	NCOR1	hg38
chr17	16216710	16217209	+	PIGL	hg38
chr17	16353470	16353969	-	CENPV	hg38
chr17	16380591	16381090	+	UBB	hg38
chr17	16415071	16415570	+	TRPV2	hg38
chr17	16492194	16492693	-	LRRC75A	hg38
chr17	16569205	16569704	-	ZNF287	hg38
chr17	16653851	16654350	-	ZNF624	hg38
chr17	16689741	16690240	+	CCDC144A	hg38
chr17	16972119	16972618	-	TNFRSF13B	hg38
chr17	17041957	17042456	+	MPRIP	hg38
chr17	17206334	17206833	-	PLD6	hg38
chr17	17237169	17237668	-	FLCN	hg38
chr17	17281247	17281746	-	COPS3	hg38
chr17	17302873	17303372	+	NT5M	hg38
chr17	17476500	17476999	+	MED9	hg38
chr17	17496396	17496895	-	RASD1	hg38
chr17	17591709	17592208	-	PEMT	hg38
chr17	17680958	17681457	+	RAI1	hg38
chr17	17836987	17837486	-	SREBF1	hg38
chr17	17972401	17972900	-	TOM1L2	hg38
chr17	17972362	17972861	+	DRC3	hg38
chr17	18039169	18039668	-	ATPAF2	hg38
chr17	18038908	18039407	+	GID4	hg38
chr17	18087448	18087947	+	DRG2	hg38
chr17	18108256	18108755	+	MYO15A	hg38
chr17	18183328	18183827	+	ALKBH5	hg38
chr17	18225135	18225634	+	LLGL1	hg38
chr17	18258739	18259238	-	FLII	hg38
chr17	18260162	18260661	+	MIEF2	hg38
chr17	18314995	18315494	-	TOP3A	hg38
chr17	18314793	18315292	+	SMCR8	hg38
chr17	18363551	18364050	-	SHMT1	hg38
chr17	18377278	18377777	+	EVPLL	hg38
chr17	18476289	18476788	+	LGALS9C	hg38
chr17	18644392	18644891	-	TBC1D28	hg38
chr17	18682315	18682814	-	FOXO3B	hg38
chr17	18743554	18744053	+	FBXW10	hg38
chr17	18780683	18781182	+	TVP23B	hg38
chr17	18857631	18858130	+	PRPSAP2	hg38
chr17	18951665	18952164	+	SLC5A10	hg38
chr17	19004765	19005264	-	FAM83G	hg38
chr17	19046958	19047457	-	GRAP	hg38
chr17	19127089	19127588	+	GRAPL	hg38
chr17	19236866	19237365	+	EPN2	hg38
chr17	19362724	19363223	-	B9D1	hg38
chr17	19377998	19378497	+	MAPK7	hg38
chr17	19387191	19387690	-	MFAP4	hg38
chr17	19410732	19411231	+	RNF112	hg38
chr17	19533354	19533853	+	SLC47A1	hg38
chr17	19648251	19648750	+	ALDH3A2	hg38
chr17	19716585	19717084	-	SLC47A2	hg38
chr17	19748299	19748798	-	ALDH3A1	hg38
chr17	19867937	19868436	-	ULK2	hg38
chr17	19977829	19978328	-	AKAP10	hg38
chr17	20008859	20009358	+	SPECC1	hg38
chr17	20467540	20468039	-	LGALS9B	hg38
chr17	20579224	20579723	+	CDRT15L2	hg38
chr17	21043012	21043511	-	USP22	hg38
chr17	21126464	21126963	+	DHRS7B	hg38
chr17	21214162	21214661	-	TMEM11	hg38
chr17	21253411	21253910	-	NATD1	hg38
chr17	21284211	21284710	+	MAP2K3	hg38
chr17	21375857	21376356	+	KCNJ12	hg38
chr17	21692023	21692522	+	KCNJ18	hg38
chr17	27293614	27294113	+	WSB1	hg38
chr17	27455948	27456447	+	KSR1	hg38
chr17	27630688	27631187	+	LGALS9	hg38
chr17	27800530	27801029	-	NOS2	hg38
chr17	27893366	27893865	-	LYRM9	hg38
chr17	28042177	28042676	+	NLK	hg38
chr17	28318700	28319199	+	TMEM97	hg38
chr17	28335473	28335972	-	IFT20	hg38
chr17	28335261	28335760	+	TNFAIP1	hg38
chr17	28357528	28358027	-	POLDIP2	hg38
chr17	28357147	28357646	+	TMEM199	hg38
chr17	28365200	28365699	-	SEBOX	hg38
chr17	28370308	28370807	-	VTN	hg38
chr17	28371194	28371693	+	SARM1	hg38
chr17	28406213	28406712	-	SLC46A1	hg38
chr17	28473144	28473643	+	SLC13A2	hg38
chr17	28505848	28506347	+	FOXN1	hg38
chr17	28552625	28553124	-	UNC119	hg38
chr17	28571525	28572024	-	PIGS	hg38
chr17	28576896	28577395	-	ALDOC	hg38
chr17	28599026	28599525	-	SPAG5	hg38
chr17	28614186	28614685	-	RSKR	hg38
chr17	28645159	28645658	-	KIAA0100	hg38
chr17	28661907	28662406	-	SDF2	hg38
chr17	28661705	28662204	+	SUPT6H	hg38
chr17	28711889	28712388	-	PROCA1	hg38
chr17	28717869	28718368	-	RAB34	hg38
chr17	28719485	28719984	+	RPL23A	hg38
chr17	28726234	28726733	-	TLCD1	hg38
chr17	28728288	28728787	+	NEK8	hg38
chr17	28743511	28744010	+	TRAF4	hg38
chr17	28842791	28843290	-	FAM222B	hg38
chr17	28854516	28855015	+	ERAL1	hg38
chr17	28897734	28898233	-	FLOT2	hg38
chr17	28903080	28903579	-	DHRS13	hg38
chr17	28951519	28952018	-	PHF12	hg38
chr17	29006034	29006533	-	SEZ6	hg38
chr17	29042641	29043140	+	PIPOX	hg38
chr17	29180399	29180898	-	MYO18A	hg38
chr17	29075610	29076109	-	TIAF1	hg38
chr17	29246359	29246858	+	CRYBA1	hg38
chr17	29294149	29294648	-	NUFIP2	hg38
chr17	29389863	29390362	+	TAOK1	hg38
chr17	29567038	29567537	-	ABHD15	hg38
chr17	29568201	29568700	+	TP53I13	hg38
chr17	29589649	29590148	-	GIT1	hg38
chr17	29592632	29593131	+	ANKRD13B	hg38
chr17	29622913	29623412	-	CORO6	hg38
chr17	29930229	29930728	-	SSH2	hg38
chr17	29941134	29941633	+	EFCAB5	hg38
chr17	30116316	30116815	+	NSRP1	hg38
chr17	30235698	30236197	-	SLC6A4	hg38
chr17	30291945	30292444	-	BLMH	hg38
chr17	30334058	30334557	-	TMIGD1	hg38
chr17	30378427	30378926	+	CPD	hg38
chr17	30476908	30477407	+	GOSR1	hg38
chr17	30824693	30825192	-	CRLF3	hg38
chr17	30831466	30831965	+	ATAD5	hg38
chr17	30906239	30906738	-	TEFM	hg38
chr17	30921445	30921944	+	ADAP2	hg38
chr17	30970539	30971038	+	RNF135	hg38
chr17	31094477	31094976	+	NF1	hg38
chr17	31297240	31297739	-	OMG	hg38
chr17	31314055	31314554	-	EVI2B	hg38
chr17	31321623	31322122	-	EVI2A	hg38
chr17	31391175	31391674	+	RAB11FIP4	hg38
chr17	31859245	31859744	-	COPRS	hg38
chr17	31901709	31902208	-	UTP6	hg38
chr17	31936507	31937006	+	SUZ12	hg38
chr17	32006883	32007382	+	LRRC37B	hg38
chr17	32142002	32142501	+	RHOT1	hg38
chr17	32265332	32265831	+	RHBDL3	hg38
chr17	32342174	32342673	-	C17orf75	hg38
chr17	32349657	32350156	+	ZNF207	hg38
chr17	32444010	32444509	+	PSMD11	hg38
chr17	32486493	32486992	+	CDK5R1	hg38
chr17	32877125	32877624	-	MYO1D	hg38
chr17	32927653	32928152	+	TMEM98	hg38
chr17	32991347	32991846	+	SPACA3	hg38
chr17	33293296	33293795	-	ASIC2	hg38
chr17	34254785	34255284	+	CCL2	hg38
chr17	34269721	34270220	+	CCL7	hg38
chr17	34285242	34285741	+	CCL11	hg38
chr17	34318935	34319434	+	CCL8	hg38
chr17	34355980	34356479	+	CCL13	hg38
chr17	34363234	34363733	-	CCL1	hg38
chr17	34579082	34579581	+	TMEM132E	hg38
chr17	34961461	34961960	-	CCT6B	hg38
chr17	34961040	34961539	+	ZNF830	hg38
chr17	34980012	34980511	+	LIG3	hg38
chr17	35063708	35064207	-	RFFL	hg38
chr17	35119861	35120360	-	RAD51D	hg38
chr17	35121115	35121614	+	FNDC8	hg38
chr17	35142304	35142803	-	NLE1	hg38
chr17	35147317	35147816	+	UNC45B	hg38
chr17	35194394	35194893	-	SLC35G3	hg38
chr17	35242572	35243071	+	SLFN5	hg38
chr17	35373622	35374121	-	SLFN11	hg38
chr17	35432501	35433000	-	SLFN12	hg38
chr17	35448767	35449266	-	SLFN13	hg38
chr17	35537679	35538178	-	SLFN12L	hg38
chr17	35560820	35561319	-	SLFN14	hg38
chr17	35578572	35579071	-	PEX12	hg38
chr17	35586822	35587321	+	AP2B1	hg38
chr17	35731139	35731638	+	RASL10B	hg38
chr17	35753240	35753739	-	GAS2L2	hg38
chr17	35795642	35796141	-	MMP28	hg38
chr17	35760387	35760886	+	C17orf50	hg38
chr17	35808984	35809483	+	TAF15	hg38
chr17	35868892	35869391	-	HEATR9	hg38
chr17	35880361	35880860	-	CCL5	hg38
chr17	35930774	35931273	-	RDM1	hg38
chr17	35943714	35944213	-	LYZL6	hg38
chr17	35981498	35981997	-	CCL16	hg38
chr17	35986730	35987229	-	CCL14	hg38
chr17	36001554	36002053	-	CCL15	hg38
chr17	36017973	36018472	-	CCL23	hg38
chr17	36063772	36064271	+	CCL18	hg38
chr17	36090144	36090643	-	CCL3	hg38
chr17	36103327	36103826	+	CCL4	hg38
chr17	36176637	36177136	-	TBC1D3B	hg38
chr17	36196759	36197258	-	CCL3L3	hg38
chr17	36210563	36211062	+	CCL4L2	hg38
chr17	36264571	36265070	-	TBC1D3I	hg38
chr17	36323384	36323883	+	TBC1D3G	hg38
chr17	36388436	36388935	-	TBC1D3H	hg38
chr17	36439522	36440021	-	TBC1D3F	hg38
chr17	36486181	36486680	+	ZNHIT3	hg38
chr17	36534869	36535368	-	MYO19	hg38
chr17	36534487	36534986	+	PIGW	hg38
chr17	36544419	36544918	+	GGNBP2	hg38
chr17	36591379	36591878	+	DHRS11	hg38
chr17	36601083	36601582	+	MRM1	hg38
chr17	36936975	36937474	+	LHX1	hg38
chr17	36948454	36948953	+	AATF	hg38
chr17	37406837	37407336	-	ACACA	hg38
chr17	37375485	37375984	+	C17orf78	hg38
chr17	37406386	37406885	+	TADA2A	hg38
chr17	37489391	37489890	+	DUSP14	hg38
chr17	37609419	37609918	-	SYNRG	hg38
chr17	37643447	37643946	-	DDX52	hg38
chr17	37745060	37745559	-	HNF1B	hg38
chr17	37923915	37924414	+	TBC1D3K	hg38
chr17	37989061	37989560	-	TBC1D3L	hg38
chr17	38003476	38003975	+	TBC1D3D	hg38
chr17	38068635	38069134	-	TBC1D3C	hg38
chr17	38127451	38127950	+	TBC1D3E	hg38
chr17	38192556	38193055	-	TBC1D3	hg38
chr17	38296668	38297167	+	MRPL45	hg38
chr17	38343957	38344456	-	GPR179	hg38
chr17	38351344	38351843	+	SOCS7	hg38
chr17	38427964	38428463	+	ARHGAP23	hg38
chr17	38605953	38606452	-	SRCIN1	hg38
chr17	38674958	38675457	-	EPOP	hg38
chr17	38704773	38705272	+	MLLT6	hg38
chr17	38729841	38730340	+	CISD3	hg38
chr17	38748337	38748836	-	PCGF2	hg38
chr17	38752241	38752740	+	PSMB3	hg38
chr17	38799557	38800056	-	PIP4K2B	hg38
chr17	38825322	38825821	-	CWC25	hg38
chr17	38841439	38841938	-	C17orf98	hg38
chr17	38853722	38854221	-	RPL23	hg38
chr17	38869558	38870057	+	LASP1	hg38
chr17	38967404	38967903	-	FBXO47	hg38
chr17	39151638	39152137	-	PLXDC1	hg38
chr17	39166162	39166661	-	ARL5C	hg38
chr17	39197670	39198169	-	CACNB1	hg38
chr17	39199783	39200282	+	RPL19	hg38
chr17	39225946	39226445	-	STAC2	hg38
chr17	39401627	39402126	-	FBXL20	hg38
chr17	39451264	39451763	-	MED1	hg38
chr17	39460986	39461485	+	CDK12	hg38
chr17	39607921	39608420	-	NEUROD2	hg38
chr17	39626452	39626951	+	PPP1R1B	hg38
chr17	39636644	39637143	+	STARD3	hg38
chr17	39664849	39665348	+	TCAP	hg38
chr17	39667953	39668452	+	PNMT	hg38
chr17	39688058	39688557	-	PGAP3	hg38
chr17	39699564	39700063	+	ERBB2	hg38
chr17	39730533	39731032	-	MIEN1	hg38
chr17	39737438	39737937	+	GRB7	hg38
chr17	39864313	39864812	-	IKZF3	hg38
chr17	39867702	39868201	+	ZPBP2	hg38
chr17	39918636	39919135	-	GSDMB	hg38
chr17	39927602	39928101	-	ORMDL3	hg38
chr17	39927232	39927731	+	LRRC3C	hg38
chr17	39962504	39963003	+	GSDMA	hg38
chr17	39980307	39980806	+	PSMD3	hg38
chr17	40014940	40015439	+	CSF3	hg38
chr17	40054409	40054908	-	MED24	hg38
chr17	40062465	40062964	+	THRA	hg38
chr17	40100590	40101089	-	NR1D1	hg38
chr17	40121471	40121970	+	MSL1	hg38
chr17	40140037	40140536	+	CASC3	hg38
chr17	40176970	40177469	+	RAPGEFL1	hg38
chr17	40218804	40219303	+	WIPF2	hg38
chr17	40287379	40287878	+	CDC6	hg38
chr17	40308680	40309179	+	RARA	hg38
chr17	40364738	40365237	-	GJD3	hg38
chr17	40417897	40418396	-	TOP2A	hg38
chr17	40442950	40443449	+	IGFBP4	hg38
chr17	40501624	40502123	-	TNS4	hg38
chr17	40565473	40565972	-	CCR7	hg38
chr17	40647819	40648318	-	SMARCE1	hg38
chr17	40665178	40665677	-	KRT222	hg38
chr17	40703753	40704252	-	KRT24	hg38
chr17	40755332	40755831	-	KRT25	hg38
chr17	40772202	40772701	-	KRT26	hg38
chr17	40782551	40783050	-	KRT27	hg38
chr17	40799960	40800459	-	KRT28	hg38
chr17	40822615	40823114	-	KRT10	hg38
chr17	40867224	40867723	-	KRT12	hg38
chr17	40885243	40885742	-	KRT20	hg38
chr17	40937647	40938146	-	KRT23	hg38
chr17	40966949	40967448	-	KRT39	hg38
chr17	40984327	40984826	-	KRT40	hg38
chr17	40994165	40994664	-	KRTAP3-3	hg38
chr17	40999907	41000406	-	KRTAP3-2	hg38
chr17	41009129	41009628	-	KRTAP3-1	hg38
chr17	41027209	41027708	-	KRTAP1-5	hg38
chr17	41030196	41030695	-	KRTAP1-4	hg38
chr17	41034875	41035374	-	KRTAP1-3	hg38
chr17	41041451	41041950	-	KRTAP1-1	hg38
chr17	41047317	41047816	-	KRTAP2-1	hg38
chr17	41055231	41055730	-	KRTAP2-2	hg38
chr17	41060115	41060614	-	KRTAP2-3	hg38
chr17	41065880	41066379	-	KRTAP2-4	hg38
chr17	41083650	41084149	+	KRTAP4-7	hg38
chr17	41098143	41098642	-	KRTAP4-8	hg38
chr17	41102210	41102709	-	KRTAP4-16	hg38
chr17	41104889	41105388	+	KRTAP4-9	hg38
chr17	41118374	41118873	-	KRTAP4-11	hg38
chr17	41124183	41124682	-	KRTAP4-12	hg38
chr17	41140545	41141044	-	KRTAP4-6	hg38
chr17	41149826	41150325	-	KRTAP4-5	hg38
chr17	41160749	41161248	-	KRTAP4-4	hg38
chr17	41168222	41168721	-	KRTAP4-3	hg38
chr17	41178222	41178721	-	KRTAP4-2	hg38
chr17	41184912	41185411	-	KRTAP4-1	hg38
chr17	41189387	41189886	+	KRTAP9-1	hg38
chr17	41226148	41226647	+	KRTAP9-2	hg38
chr17	41231949	41232448	+	KRTAP9-3	hg38
chr17	41237499	41237998	+	KRTAP9-8	hg38
chr17	41249187	41249686	+	KRTAP9-4	hg38
chr17	41264878	41265377	+	KRTAP9-6	hg38
chr17	41275198	41275697	+	KRTAP9-7	hg38
chr17	41302852	41303351	-	KRTAP29-1	hg38
chr17	41309310	41309809	-	KRTAP16-1	hg38
chr17	41315711	41316210	-	KRTAP17-1	hg38
chr17	41350829	41351328	-	KRT33A	hg38
chr17	41369814	41370313	-	KRT33B	hg38
chr17	41382307	41382806	-	KRT34	hg38
chr17	41397609	41398108	-	KRT31	hg38
chr17	41424586	41425085	-	KRT37	hg38
chr17	41440984	41441483	-	KRT38	hg38
chr17	41467387	41467886	-	KRT32	hg38
chr17	41481152	41481651	-	KRT35	hg38
chr17	41489911	41490410	-	KRT36	hg38
chr17	41505613	41506112	-	KRT13	hg38
chr17	41518891	41519390	-	KRT15	hg38
chr17	41528309	41528808	-	KRT19	hg38
chr17	41572060	41572559	-	KRT9	hg38
chr17	41586896	41587395	-	KRT14	hg38
chr17	41612768	41613267	-	KRT16	hg38
chr17	41624576	41625075	-	KRT17	hg38
chr17	41688385	41688884	+	EIF1	hg38
chr17	41711831	41712330	+	GAST	hg38
chr17	41734644	41735143	-	HAP1	hg38
chr17	41786712	41787211	-	JUP	hg38
chr17	41811950	41812449	-	P3H4	hg38
chr17	41812504	41813003	+	FKBP10	hg38
chr17	41836233	41836732	-	NT5C3B	hg38
chr17	41837325	41837824	+	KLHL10	hg38
chr17	41865424	41865923	-	KLHL11	hg38
chr17	41918952	41919451	-	ACLY	hg38
chr17	41930117	41930616	+	ODAD4	hg38
chr17	41966295	41966794	+	CNP	hg38
chr17	42017440	42017939	-	DNAJC7	hg38
chr17	42019590	42020089	+	NKIRAS2	hg38
chr17	42098474	42098973	-	ZNF385C	hg38
chr17	42050602	42051101	-	C17orf113	hg38
chr17	42112715	42113214	-	DHX58	hg38
chr17	42121368	42121867	-	KAT2A	hg38
chr17	42122304	42122803	+	HSPB9	hg38
chr17	42154990	42155489	-	RAB5C	hg38
chr17	42181143	42181642	-	KCNH4	hg38
chr17	42185453	42185952	-	HCRT	hg38
chr17	42194495	42194994	-	GHDC	hg38
chr17	42276392	42276891	-	STAT5B	hg38
chr17	42287998	42288497	+	STAT5A	hg38
chr17	42388443	42388942	-	STAT3	hg38
chr17	42423257	42423756	-	CAVIN1	hg38
chr17	42458378	42458877	+	ATP6V0A1	hg38
chr17	42535741	42536240	+	NAGLU	hg38
chr17	42552423	42552922	+	HSD17B1	hg38
chr17	42561648	42562147	+	COASY	hg38
chr17	42566600	42567099	+	MLX	hg38
chr17	42577730	42578229	-	PSMC3IP	hg38
chr17	42609375	42609874	-	RETREG3	hg38
chr17	42609183	42609682	+	TUBG1	hg38
chr17	42658784	42659283	+	TUBG2	hg38
chr17	42676995	42677494	-	PLEKHH3	hg38
chr17	42681844	42682343	-	CCR10	hg38
chr17	42682031	42682530	+	CNTNAP1	hg38
chr17	42745041	42745540	-	EZH1	hg38
chr17	42760727	42761226	+	RAMP2	hg38
chr17	42772949	42773448	+	VPS25	hg38
chr17	42780110	42780609	+	WNK4	hg38
chr17	42798705	42799204	-	COA3	hg38
chr17	42798361	42798860	+	CNTD1	hg38
chr17	42824283	42824782	-	BECN1	hg38
chr17	42832897	42833396	+	PSME3	hg38
chr17	42844080	42844579	+	AOC2	hg38
chr17	42850699	42851198	+	AOC3	hg38
chr17	42900299	42900798	+	G6PC1	hg38
chr17	42964455	42964954	-	AARSD1	hg38
chr17	42980081	42980580	-	PTGES3L	hg38
chr17	42980065	42980564	+	RUNDC1	hg38
chr17	42997919	42998418	+	RPL27	hg38
chr17	43006284	43006783	+	IFI35	hg38
chr17	43022386	43022885	-	VAT1	hg38
chr17	43024731	43025230	+	RND2	hg38
chr17	43125365	43125864	-	BRCA1	hg38
chr17	43170714	43171213	+	NBR1	hg38
chr17	43211375	43211874	+	TMEM106A	hg38
chr17	43228624	43229123	-	CCDC200	hg38
chr17	43398493	43398992	+	ARL4D	hg38
chr17	43483475	43483974	+	DHX8	hg38
chr17	43546341	43546840	-	ETV4	hg38
chr17	43661923	43662422	-	MEOX1	hg38
chr17	43758792	43759291	-	SOST	hg38
chr17	43778978	43779477	-	DUSP3	hg38
chr17	43779935	43780434	+	CFAP97D1	hg38
chr17	43833147	43833646	-	MPP3	hg38
chr17	43846676	43847175	+	CD300LG	hg38
chr17	43907537	43908036	-	MPP2	hg38
